Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2014-15,2015-05-24T00:00:00Z,Arsenal,West Brom,4,1,H,4,0,H
2014-15,2015-05-24T00:00:00Z,Aston Villa,Burnley,0,1,A,0,1,A
2014-15,2015-05-24T00:00:00Z,Chelsea,Sunderland,3,1,H,1,1,D
2014-15,2015-05-24T00:00:00Z,Crystal Palace,Swansea,1,0,H,0,0,D
2014-15,2015-05-24T00:00:00Z,Everton,Tottenham,0,1,A,0,1,A
2014-15,2015-05-24T00:00:00Z,Hull,Man United,0,0,D,0,0,D
2014-15,2015-05-24T00:00:00Z,Leicester,QPR,5,1,H,2,0,H
2014-15,2015-05-24T00:00:00Z,Man City,Southampton,2,0,H,1,0,H
2014-15,2015-05-24T00:00:00Z,Newcastle,West Ham,2,0,H,0,0,D
2014-15,2015-05-24T00:00:00Z,Stoke,Liverpool,6,1,H,5,0,H
2015-16,2015-08-08T00:00:00Z,Bournemouth,Aston Villa,0,1,A,0,0,D
2015-16,2015-08-08T00:00:00Z,Chelsea,Swansea,2,2,D,2,1,H
2015-16,2015-08-08T00:00:00Z,Everton,Watford,2,2,D,0,1,A
2015-16,2015-08-08T00:00:00Z,Leicester,Sunderland,4,2,H,3,0,H
2015-16,2015-08-08T00:00:00Z,Man United,Tottenham,1,0,H,1,0,H
2015-16,2015-08-08T00:00:00Z,Norwich,Crystal Palace,1,3,A,0,1,A
2015-16,2015-08-09T00:00:00Z,Arsenal,West Ham,0,2,A,0,1,A
2015-16,2015-08-09T00:00:00Z,Newcastle,Southampton,2,2,D,1,1,D
2015-16,2015-08-09T00:00:00Z,Stoke,Liverpool,0,1,A,0,0,D
2015-16,2015-08-10T00:00:00Z,West Brom,Man City,0,3,A,0,2,A
2015-16,2015-08-14T00:00:00Z,Aston Villa,Man United,0,1,A,0,1,A
2015-16,2015-08-15T00:00:00Z,Southampton,Everton,0,3,A,0,2,A
2015-16,2015-08-15T00:00:00Z,Sunderland,Norwich,1,3,A,0,2,A
2015-16,2015-08-15T00:00:00Z,Swansea,Newcastle,2,0,H,1,0,H
2015-16,2015-08-15T00:00:00Z,Tottenham,Stoke,2,2,D,2,0,H
2015-16,2015-08-15T00:00:00Z,Watford,West Brom,0,0,D,0,0,D
2015-16,2015-08-15T00:00:00Z,West Ham,Leicester,1,2,A,0,2,A
2015-16,2015-08-16T00:00:00Z,Crystal Palace,Arsenal,1,2,A,1,1,D
2015-16,2015-08-16T00:00:00Z,Man City,Chelsea,3,0,H,1,0,H
2015-16,2015-08-17T00:00:00Z,Liverpool,Bournemouth,1,0,H,1,0,H
2015-16,2015-08-22T00:00:00Z,Crystal Palace,Aston Villa,2,1,H,0,0,D
2015-16,2015-08-22T00:00:00Z,Leicester,Tottenham,1,1,D,0,0,D
2015-16,2015-08-22T00:00:00Z,Man United,Newcastle,0,0,D,0,0,D
2015-16,2015-08-22T00:00:00Z,Norwich,Stoke,1,1,D,1,1,D
2015-16,2015-08-22T00:00:00Z,Sunderland,Swansea,1,1,D,0,1,A
2015-16,2015-08-22T00:00:00Z,West Ham,Bournemouth,3,4,A,0,2,A
2015-16,2015-08-23T00:00:00Z,Everton,Man City,0,2,A,0,0,D
2015-16,2015-08-23T00:00:00Z,Watford,Southampton,0,0,D,0,0,D
2015-16,2015-08-23T00:00:00Z,West Brom,Chelsea,2,3,A,1,3,A
2015-16,2015-08-24T00:00:00Z,Arsenal,Liverpool,0,0,D,0,0,D
2015-16,2015-08-29T00:00:00Z,Aston Villa,Sunderland,2,2,D,2,1,H
2015-16,2015-08-29T00:00:00Z,Bournemouth,Leicester,1,1,D,1,0,H
2015-16,2015-08-29T00:00:00Z,Chelsea,Crystal Palace,1,2,A,0,0,D
2015-16,2015-08-29T00:00:00Z,Liverpool,West Ham,0,3,A,0,2,A
2015-16,2015-08-29T00:00:00Z,Man City,Watford,2,0,H,0,0,D
2015-16,2015-08-29T00:00:00Z,Newcastle,Arsenal,0,1,A,0,0,D
2015-16,2015-08-29T00:00:00Z,Stoke,West Brom,0,1,A,0,1,A
2015-16,2015-08-29T00:00:00Z,Tottenham,Everton,0,0,D,0,0,D
2015-16,2015-08-30T00:00:00Z,Southampton,Norwich,3,0,H,1,0,H
2015-16,2015-08-30T00:00:00Z,Swansea,Man United,2,1,H,0,0,D
2015-16,2015-09-12T00:00:00Z,Arsenal,Stoke,2,0,H,1,0,H
2015-16,2015-09-12T00:00:00Z,Crystal Palace,Man City,0,1,A,0,0,D
2015-16,2015-09-12T00:00:00Z,Everton,Chelsea,3,1,H,2,1,H
2015-16,2015-09-12T00:00:00Z,Man United,Liverpool,3,1,H,0,0,D
2015-16,2015-09-12T00:00:00Z,Norwich,Bournemouth,3,1,H,1,0,H
2015-16,2015-09-12T00:00:00Z,Watford,Swansea,1,0,H,0,0,D
2015-16,2015-09-12T00:00:00Z,West Brom,Southampton,0,0,D,0,0,D
2015-16,2015-09-13T00:00:00Z,Leicester,Aston Villa,3,2,H,0,1,A
2015-16,2015-09-13T00:00:00Z,Sunderland,Tottenham,0,1,A,0,0,D
2015-16,2015-09-14T00:00:00Z,West Ham,Newcastle,2,0,H,1,0,H
2015-16,2015-09-19T00:00:00Z,Aston Villa,West Brom,0,1,A,0,1,A
2015-16,2015-09-19T00:00:00Z,Bournemouth,Sunderland,2,0,H,2,0,H
2015-16,2015-09-19T00:00:00Z,Chelsea,Arsenal,2,0,H,0,0,D
2015-16,2015-09-19T00:00:00Z,Man City,West Ham,1,2,A,1,2,A
2015-16,2015-09-19T00:00:00Z,Newcastle,Watford,1,2,A,0,2,A
2015-16,2015-09-19T00:00:00Z,Stoke,Leicester,2,2,D,2,0,H
2015-16,2015-09-19T00:00:00Z,Swansea,Everton,0,0,D,0,0,D
2015-16,2015-09-20T00:00:00Z,Liverpool,Norwich,1,1,D,0,0,D
2015-16,2015-09-20T00:00:00Z,Southampton,Man United,2,3,A,1,1,D
2015-16,2015-09-20T00:00:00Z,Tottenham,Crystal Palace,1,0,H,0,0,D
2015-16,2015-09-26T00:00:00Z,Leicester,Arsenal,2,5,A,1,2,A
2015-16,2015-09-26T00:00:00Z,Liverpool,Aston Villa,3,2,H,1,0,H
2015-16,2015-09-26T00:00:00Z,Man United,Sunderland,3,0,H,1,0,H
2015-16,2015-09-26T00:00:00Z,Newcastle,Chelsea,2,2,D,1,0,H
2015-16,2015-09-26T00:00:00Z,Southampton,Swansea,3,1,H,1,0,H
2015-16,2015-09-26T00:00:00Z,Stoke,Bournemouth,2,1,H,1,0,H
2015-16,2015-09-26T00:00:00Z,Tottenham,Man City,4,1,H,1,1,D
2015-16,2015-09-26T00:00:00Z,West Ham,Norwich,2,2,D,1,1,D
2015-16,2015-09-27T00:00:00Z,Watford,Crystal Palace,0,1,A,0,0,D
2015-16,2015-09-28T00:00:00Z,West Brom,Everton,2,3,A,1,0,H
2015-16,2015-10-03T00:00:00Z,Aston Villa,Stoke,0,1,A,0,0,D
2015-16,2015-10-03T00:00:00Z,Bournemouth,Watford,1,1,D,1,1,D
2015-16,2015-10-03T00:00:00Z,Chelsea,Southampton,1,3,A,1,1,D
2015-16,2015-10-03T00:00:00Z,Crystal Palace,West Brom,2,0,H,0,0,D
2015-16,2015-10-03T00:00:00Z,Man City,Newcastle,6,1,H,1,1,D
2015-16,2015-10-03T00:00:00Z,Norwich,Leicester,1,2,A,0,1,A
2015-16,2015-10-03T00:00:00Z,Sunderland,West Ham,2,2,D,2,1,H
2015-16,2015-10-04T00:00:00Z,Arsenal,Man United,3,0,H,3,0,H
2015-16,2015-10-04T00:00:00Z,Everton,Liverpool,1,1,D,1,1,D
2015-16,2015-10-04T00:00:00Z,Swansea,Tottenham,2,2,D,2,1,H
2015-16,2015-10-17T00:00:00Z,Chelsea,Aston Villa,2,0,H,1,0,H
2015-16,2015-10-17T00:00:00Z,Crystal Palace,West Ham,1,3,A,1,1,D
2015-16,2015-10-17T00:00:00Z,Everton,Man United,0,3,A,0,2,A
2015-16,2015-10-17T00:00:00Z,Man City,Bournemouth,5,1,H,4,1,H
2015-16,2015-10-17T00:00:00Z,Southampton,Leicester,2,2,D,2,0,H
2015-16,2015-10-17T00:00:00Z,Tottenham,Liverpool,0,0,D,0,0,D
2015-16,2015-10-17T00:00:00Z,Watford,Arsenal,0,3,A,0,0,D
2015-16,2015-10-17T00:00:00Z,West Brom,Sunderland,1,0,H,0,0,D
2015-16,2015-10-18T00:00:00Z,Newcastle,Norwich,6,2,H,3,2,H
2015-16,2015-10-19T00:00:00Z,Swansea,Stoke,0,1,A,0,1,A
2015-16,2015-10-24T00:00:00Z,Arsenal,Everton,2,1,H,2,1,H
2015-16,2015-10-24T00:00:00Z,Aston Villa,Swansea,1,2,A,0,0,D
2015-16,2015-10-24T00:00:00Z,Leicester,Crystal Palace,1,0,H,0,0,D
2015-16,2015-10-24T00:00:00Z,Norwich,West Brom,0,1,A,0,0,D
2015-16,2015-10-24T00:00:00Z,Stoke,Watford,0,2,A,0,1,A
2015-16,2015-10-24T00:00:00Z,West Ham,Chelsea,2,1,H,1,0,H
2015-16,2015-10-25T00:00:00Z,Bournemouth,Tottenham,1,5,A,1,3,A
2015-16,2015-10-25T00:00:00Z,Liverpool,Southampton,1,1,D,0,0,D
2015-16,2015-10-25T00:00:00Z,Man United,Man City,0,0,D,0,0,D
2015-16,2015-10-25T00:00:00Z,Sunderland,Newcastle,3,0,H,1,0,H
2015-16,2015-10-31T00:00:00Z,Chelsea,Liverpool,1,3,A,1,1,D
2015-16,2015-10-31T00:00:00Z,Crystal Palace,Man United,0,0,D,0,0,D
2015-16,2015-10-31T00:00:00Z,Man City,Norwich,2,1,H,0,0,D
2015-16,2015-10-31T00:00:00Z,Newcastle,Stoke,0,0,D,0,0,D
2015-16,2015-10-31T00:00:00Z,Swansea,Arsenal,0,3,A,0,0,D
2015-16,2015-10-31T00:00:00Z,Watford,West Ham,2,0,H,1,0,H
2015-16,2015-10-31T00:00:00Z,West Brom,Leicester,2,3,A,1,0,H
2015-16,2015-11-01T00:00:00Z,Everton,Sunderland,6,2,H,2,1,H
2015-16,2015-11-01T00:00:00Z,Southampton,Bournemouth,2,0,H,2,0,H
2015-16,2015-11-02T00:00:00Z,Tottenham,Aston Villa,3,1,H,2,0,H
2015-16,2015-11-07T00:00:00Z,Bournemouth,Newcastle,0,1,A,0,1,A
2015-16,2015-11-07T00:00:00Z,Leicester,Watford,2,1,H,0,0,D
2015-16,2015-11-07T00:00:00Z,Man United,West Brom,2,0,H,0,0,D
2015-16,2015-11-07T00:00:00Z,Norwich,Swansea,1,0,H,0,0,D
2015-16,2015-11-07T00:00:00Z,Stoke,Chelsea,1,0,H,0,0,D
2015-16,2015-11-07T00:00:00Z,Sunderland,Southampton,0,1,A,0,0,D
2015-16,2015-11-07T00:00:00Z,West Ham,Everton,1,1,D,1,1,D
2015-16,2015-11-08T00:00:00Z,Arsenal,Tottenham,1,1,D,0,1,A
2015-16,2015-11-08T00:00:00Z,Aston Villa,Man City,0,0,D,0,0,D
2015-16,2015-11-08T00:00:00Z,Liverpool,Crystal Palace,1,2,A,1,1,D
2015-16,2015-11-21T00:00:00Z,Chelsea,Norwich,1,0,H,0,0,D
2015-16,2015-11-21T00:00:00Z,Everton,Aston Villa,4,0,H,3,0,H
2015-16,2015-11-21T00:00:00Z,Man City,Liverpool,1,4,A,1,3,A
2015-16,2015-11-21T00:00:00Z,Newcastle,Leicester,0,3,A,0,1,A
2015-16,2015-11-21T00:00:00Z,Southampton,Stoke,0,1,A,0,1,A
2015-16,2015-11-21T00:00:00Z,Swansea,Bournemouth,2,2,D,2,2,D
2015-16,2015-11-21T00:00:00Z,Watford,Man United,1,2,A,0,1,A
2015-16,2015-11-21T00:00:00Z,West Brom,Arsenal,2,1,H,2,1,H
2015-16,2015-11-22T00:00:00Z,Tottenham,West Ham,4,1,H,2,0,H
2015-16,2015-11-23T00:00:00Z,Crystal Palace,Sunderland,0,1,A,0,0,D
2015-16,2015-11-28T00:00:00Z,Aston Villa,Watford,2,3,A,1,1,D
2015-16,2015-11-28T00:00:00Z,Bournemouth,Everton,3,3,D,0,2,A
2015-16,2015-11-28T00:00:00Z,Crystal Palace,Newcastle,5,1,H,3,1,H
2015-16,2015-11-28T00:00:00Z,Leicester,Man United,1,1,D,1,1,D
2015-16,2015-11-28T00:00:00Z,Man City,Southampton,3,1,H,2,0,H
2015-16,2015-11-28T00:00:00Z,Sunderland,Stoke,2,0,H,0,0,D
2015-16,2015-11-29T00:00:00Z,Liverpool,Swansea,1,0,H,0,0,D
2015-16,2015-11-29T00:00:00Z,Norwich,Arsenal,1,1,D,1,1,D
2015-16,2015-11-29T00:00:00Z,Tottenham,Chelsea,0,0,D,0,0,D
2015-16,2015-11-29T00:00:00Z,West Ham,West Brom,1,1,D,1,0,H
2015-16,2015-12-05T00:00:00Z,Arsenal,Sunderland,3,1,H,1,1,D
2015-16,2015-12-05T00:00:00Z,Chelsea,Bournemouth,0,1,A,0,0,D
2015-16,2015-12-05T00:00:00Z,Man United,West Ham,0,0,D,0,0,D
2015-16,2015-12-05T00:00:00Z,Southampton,Aston Villa,1,1,D,0,1,A
2015-16,2015-12-05T00:00:00Z,Stoke,Man City,2,0,H,2,0,H
2015-16,2015-12-05T00:00:00Z,Swansea,Leicester,0,3,A,0,2,A
2015-16,2015-12-05T00:00:00Z,Watford,Norwich,2,0,H,1,0,H
2015-16,2015-12-05T00:00:00Z,West Brom,Tottenham,1,1,D,1,1,D
2015-16,2015-12-06T00:00:00Z,Newcastle,Liverpool,2,0,H,0,0,D
2015-16,2015-12-07T00:00:00Z,Everton,Crystal Palace,1,1,D,0,0,D
2015-16,2015-12-12T00:00:00Z,Bournemouth,Man United,2,1,H,1,1,D
2015-16,2015-12-12T00:00:00Z,Crystal Palace,Southampton,1,0,H,1,0,H
2015-16,2015-12-12T00:00:00Z,Man City,Swansea,2,1,H,1,0,H
2015-16,2015-12-12T00:00:00Z,Norwich,Everton,1,1,D,0,1,A
2015-16,2015-12-12T00:00:00Z,Sunderland,Watford,0,1,A,0,1,A
2015-16,2015-12-12T00:00:00Z,West Ham,Stoke,0,0,D,0,0,D
2015-16,2015-12-13T00:00:00Z,Aston Villa,Arsenal,0,2,A,0,2,A
2015-16,2015-12-13T00:00:00Z,Liverpool,West Brom,2,2,D,1,1,D
2015-16,2015-12-13T00:00:00Z,Tottenham,Newcastle,1,2,A,1,0,H
2015-16,2015-12-14T00:00:00Z,Leicester,Chelsea,2,1,H,1,0,H
2015-16,2015-12-19T00:00:00Z,Chelsea,Sunderland,3,1,H,2,0,H
2015-16,2015-12-19T00:00:00Z,Everton,Leicester,2,3,A,1,1,D
2015-16,2015-12-19T00:00:00Z,Man United,Norwich,1,2,A,0,1,A
2015-16,2015-12-19T00:00:00Z,Newcastle,Aston Villa,1,1,D,1,0,H
2015-16,2015-12-19T00:00:00Z,Southampton,Tottenham,0,2,A,0,2,A
2015-16,2015-12-19T00:00:00Z,Stoke,Crystal Palace,1,2,A,0,1,A
2015-16,2015-12-19T00:00:00Z,West Brom,Bournemouth,1,2,A,0,0,D
2015-16,2015-12-20T00:00:00Z,Swansea,West Ham,0,0,D,0,0,D
2015-16,2015-12-20T00:00:00Z,Watford,Liverpool,3,0,H,2,0,H
2015-16,2015-12-21T00:00:00Z,Arsenal,Man City,2,1,H,2,0,H
2015-16,2015-12-26T00:00:00Z,Aston Villa,West Ham,1,1,D,0,1,A
2015-16,2015-12-26T00:00:00Z,Bournemouth,Crystal Palace,0,0,D,0,0,D
2015-16,2015-12-26T00:00:00Z,Chelsea,Watford,2,2,D,1,1,D
2015-16,2015-12-26T00:00:00Z,Liverpool,Leicester,1,0,H,0,0,D
2015-16,2015-12-26T00:00:00Z,Man City,Sunderland,4,1,H,3,0,H
2015-16,2015-12-26T00:00:00Z,Newcastle,Everton,0,1,A,0,0,D
2015-16,2015-12-26T00:00:00Z,Southampton,Arsenal,4,0,H,1,0,H
2015-16,2015-12-26T00:00:00Z,Stoke,Man United,2,0,H,2,0,H
2015-16,2015-12-26T00:00:00Z,Swansea,West Brom,1,0,H,1,0,H
2015-16,2015-12-26T00:00:00Z,Tottenham,Norwich,3,0,H,2,0,H
2015-16,2015-12-28T00:00:00Z,Arsenal,Bournemouth,2,0,H,1,0,H
2015-16,2015-12-28T00:00:00Z,Crystal Palace,Swansea,0,0,D,0,0,D
2015-16,2015-12-28T00:00:00Z,Everton,Stoke,3,4,A,1,2,A
2015-16,2015-12-28T00:00:00Z,Man United,Chelsea,0,0,D,0,0,D
2015-16,2015-12-28T00:00:00Z,Norwich,Aston Villa,2,0,H,1,0,H
2015-16,2015-12-28T00:00:00Z,Watford,Tottenham,1,2,A,1,1,D
2015-16,2015-12-28T00:00:00Z,West Brom,Newcastle,1,0,H,0,0,D
2015-16,2015-12-28T00:00:00Z,West Ham,Southampton,2,1,H,0,1,A
2015-16,2015-12-29T00:00:00Z,Leicester,Man City,0,0,D,0,0,D
2015-16,2015-12-30T00:00:00Z,Sunderland,Liverpool,0,1,A,0,0,D
2015-16,2016-01-02T00:00:00Z,Arsenal,Newcastle,1,0,H,0,0,D
2015-16,2016-01-02T00:00:00Z,Leicester,Bournemouth,0,0,D,0,0,D
2015-16,2016-01-02T00:00:00Z,Man United,Swansea,2,1,H,0,0,D
2015-16,2016-01-02T00:00:00Z,Norwich,Southampton,1,0,H,0,0,D
2015-16,2016-01-02T00:00:00Z,Sunderland,Aston Villa,3,1,H,1,0,H
2015-16,2016-01-02T00:00:00Z,Watford,Man City,1,2,A,0,0,D
2015-16,2016-01-02T00:00:00Z,West Brom,Stoke,2,1,H,0,0,D
2015-16,2016-01-02T00:00:00Z,West Ham,Liverpool,2,0,H,1,0,H
2015-16,2016-01-03T00:00:00Z,Crystal Palace,Chelsea,0,3,A,0,1,A
2015-16,2016-01-03T00:00:00Z,Everton,Tottenham,1,1,D,1,1,D
2015-16,2016-01-12T00:00:00Z,Aston Villa,Crystal Palace,1,0,H,0,0,D
2015-16,2016-01-12T00:00:00Z,Bournemouth,West Ham,1,3,A,1,0,H
2015-16,2016-01-12T00:00:00Z,Newcastle,Man United,3,3,D,1,2,A
2015-16,2016-01-13T00:00:00Z,Chelsea,West Brom,2,2,D,1,1,D
2015-16,2016-01-13T00:00:00Z,Liverpool,Arsenal,3,3,D,2,2,D
2015-16,2016-01-13T00:00:00Z,Man City,Everton,0,0,D,0,0,D
2015-16,2016-01-13T00:00:00Z,Southampton,Watford,2,0,H,1,0,H
2015-16,2016-01-13T00:00:00Z,Stoke,Norwich,3,1,H,0,0,D
2015-16,2016-01-13T00:00:00Z,Swansea,Sunderland,2,4,A,2,1,H
2015-16,2016-01-13T00:00:00Z,Tottenham,Leicester,0,1,A,0,0,D
2015-16,2016-01-16T00:00:00Z,Aston Villa,Leicester,1,1,D,0,1,A
2015-16,2016-01-16T00:00:00Z,Bournemouth,Norwich,3,0,H,1,0,H
2015-16,2016-01-16T00:00:00Z,Chelsea,Everton,3,3,D,0,0,D
2015-16,2016-01-16T00:00:00Z,Man City,Crystal Palace,4,0,H,2,0,H
2015-16,2016-01-16T00:00:00Z,Newcastle,West Ham,2,1,H,2,0,H
2015-16,2016-01-16T00:00:00Z,Southampton,West Brom,3,0,H,2,0,H
2015-16,2016-01-16T00:00:00Z,Tottenham,Sunderland,4,1,H,1,1,D
2015-16,2016-01-17T00:00:00Z,Liverpool,Man United,0,1,A,0,0,D
2015-16,2016-01-17T00:00:00Z,Stoke,Arsenal,0,0,D,0,0,D
2015-16,2016-01-18T00:00:00Z,Swansea,Watford,1,0,H,1,0,H
2015-16,2016-01-23T00:00:00Z,Crystal Palace,Tottenham,1,3,A,1,0,H
2015-16,2016-01-23T00:00:00Z,Leicester,Stoke,3,0,H,1,0,H
2015-16,2016-01-23T00:00:00Z,Man United,Southampton,0,1,A,0,0,D
2015-16,2016-01-23T00:00:00Z,Norwich,Liverpool,4,5,A,2,1,H
2015-16,2016-01-23T00:00:00Z,Sunderland,Bournemouth,1,1,D,1,1,D
2015-16,2016-01-23T00:00:00Z,Watford,Newcastle,2,1,H,0,0,D
2015-16,2016-01-23T00:00:00Z,West Brom,Aston Villa,0,0,D,0,0,D
2015-16,2016-01-23T00:00:00Z,West Ham,Man City,2,2,D,1,1,D
2015-16,2016-01-24T00:00:00Z,Arsenal,Chelsea,0,1,A,0,1,A
2015-16,2016-01-24T00:00:00Z,Everton,Swansea,1,2,A,1,2,A
2015-16,2016-02-02T00:00:00Z,Arsenal,Southampton,0,0,D,0,0,D
2015-16,2016-02-02T00:00:00Z,Crystal Palace,Bournemouth,1,2,A,1,1,D
2015-16,2016-02-02T00:00:00Z,Leicester,Liverpool,2,0,H,0,0,D
2015-16,2016-02-02T00:00:00Z,Man United,Stoke,3,0,H,2,0,H
2015-16,2016-02-02T00:00:00Z,Norwich,Tottenham,0,3,A,0,2,A
2015-16,2016-02-02T00:00:00Z,Sunderland,Man City,0,1,A,0,1,A
2015-16,2016-02-02T00:00:00Z,West Brom,Swansea,1,1,D,0,0,D
2015-16,2016-02-02T00:00:00Z,West Ham,Aston Villa,2,0,H,0,0,D
2015-16,2016-02-03T00:00:00Z,Everton,Newcastle,3,0,H,1,0,H
2015-16,2016-02-03T00:00:00Z,Watford,Chelsea,0,0,D,0,0,D
2015-16,2016-02-06T00:00:00Z,Aston Villa,Norwich,2,0,H,1,0,H
2015-16,2016-02-06T00:00:00Z,Liverpool,Sunderland,2,2,D,0,0,D
2015-16,2016-02-06T00:00:00Z,Man City,Leicester,1,3,A,0,1,A
2015-16,2016-02-06T00:00:00Z,Newcastle,West Brom,1,0,H,1,0,H
2015-16,2016-02-06T00:00:00Z,Southampton,West Ham,1,0,H,1,0,H
2015-16,2016-02-06T00:00:00Z,Stoke,Everton,0,3,A,0,3,A
2015-16,2016-02-06T00:00:00Z,Swansea,Crystal Palace,1,1,D,1,0,H
2015-16,2016-02-06T00:00:00Z,Tottenham,Watford,1,0,H,0,0,D
2015-16,2016-02-07T00:00:00Z,Bournemouth,Arsenal,0,2,A,0,2,A
2015-16,2016-02-07T00:00:00Z,Chelsea,Man United,1,1,D,0,0,D
2015-16,2016-02-13T00:00:00Z,Bournemouth,Stoke,1,3,A,0,1,A
2015-16,2016-02-13T00:00:00Z,Chelsea,Newcastle,5,1,H,3,0,H
2015-16,2016-02-13T00:00:00Z,Crystal Palace,Watford,1,2,A,1,1,D
2015-16,2016-02-13T00:00:00Z,Everton,West Brom,0,1,A,0,1,A
2015-16,2016-02-13T00:00:00Z,Norwich,West Ham,2,2,D,0,0,D
2015-16,2016-02-13T00:00:00Z,Sunderland,Man United,2,1,H,1,1,D
2015-16,2016-02-13T00:00:00Z,Swansea,Southampton,0,1,A,0,0,D
2015-16,2016-02-14T00:00:00Z,Arsenal,Leicester,2,1,H,0,1,A
2015-16,2016-02-14T00:00:00Z,Aston Villa,Liverpool,0,6,A,0,2,A
2015-16,2016-02-14T00:00:00Z,Man City,Tottenham,1,2,A,0,0,D
2015-16,2016-02-27T00:00:00Z,Leicester,Norwich,1,0,H,0,0,D
2015-16,2016-02-27T00:00:00Z,Southampton,Chelsea,1,2,A,1,0,H
2015-16,2016-02-27T00:00:00Z,Stoke,Aston Villa,2,1,H,0,0,D
2015-16,2016-02-27T00:00:00Z,Watford,Bournemouth,0,0,D,0,0,D
2015-16,2016-02-27T00:00:00Z,West Brom,Crystal Palace,3,2,H,3,0,H
2015-16,2016-02-27T00:00:00Z,West Ham,Sunderland,1,0,H,1,0,H
2015-16,2016-02-28T00:00:00Z,Tottenham,Swansea,2,1,H,0,1,A
2015-16,2016-02-28T00:00:00Z,Man United,Arsenal,3,2,H,2,1,H
2015-16,2016-03-01T00:00:00Z,Aston Villa,Everton,1,3,A,0,2,A
2015-16,2016-03-01T00:00:00Z,Bournemouth,Southampton,2,0,H,1,0,H
2015-16,2016-03-01T00:00:00Z,Leicester,West Brom,2,2,D,2,1,H
2015-16,2016-03-01T00:00:00Z,Norwich,Chelsea,1,2,A,0,2,A
2015-16,2016-03-01T00:00:00Z,Sunderland,Crystal Palace,2,2,D,1,0,H
2015-16,2016-03-02T00:00:00Z,Arsenal,Swansea,1,2,A,1,1,D
2015-16,2016-03-02T00:00:00Z,Liverpool,Man City,3,0,H,2,0,H
2015-16,2016-03-02T00:00:00Z,Man United,Watford,1,0,H,0,0,D
2015-16,2016-03-02T00:00:00Z,Stoke,Newcastle,1,0,H,0,0,D
2015-16,2016-03-02T00:00:00Z,West Ham,Tottenham,1,0,H,1,0,H
2015-16,2016-03-05T00:00:00Z,Chelsea,Stoke,1,1,D,1,0,H
2015-16,2016-03-05T00:00:00Z,Everton,West Ham,2,3,A,1,0,H
2015-16,2016-03-05T00:00:00Z,Man City,Aston Villa,4,0,H,0,0,D
2015-16,2016-03-05T00:00:00Z,Newcastle,Bournemouth,1,3,A,0,1,A
2015-16,2016-03-05T00:00:00Z,Southampton,Sunderland,1,1,D,0,0,D
2015-16,2016-03-05T00:00:00Z,Swansea,Norwich,1,0,H,0,0,D
2015-16,2016-03-05T00:00:00Z,Tottenham,Arsenal,2,2,D,0,1,A
2015-16,2016-03-05T00:00:00Z,Watford,Leicester,0,1,A,0,0,D
2015-16,2016-03-06T00:00:00Z,Crystal Palace,Liverpool,1,2,A,0,0,D
2015-16,2016-03-06T00:00:00Z,West Brom,Man United,1,0,H,0,0,D
2015-16,2016-03-12T00:00:00Z,Bournemouth,Swansea,3,2,H,1,1,D
2015-16,2016-03-12T00:00:00Z,Norwich,Man City,0,0,D,0,0,D
2015-16,2016-03-12T00:00:00Z,Stoke,Southampton,1,2,A,0,2,A
2015-16,2016-03-13T00:00:00Z,Aston Villa,Tottenham,0,2,A,0,1,A
2015-16,2016-03-14T00:00:00Z,Leicester,Newcastle,1,0,H,1,0,H
2015-16,2016-03-19T00:00:00Z,Chelsea,West Ham,2,2,D,1,1,D
2015-16,2016-03-19T00:00:00Z,Crystal Palace,Leicester,0,1,A,0,1,A
2015-16,2016-03-19T00:00:00Z,Everton,Arsenal,0,2,A,0,2,A
2015-16,2016-03-19T00:00:00Z,Swansea,Aston Villa,1,0,H,0,0,D
2015-16,2016-03-19T00:00:00Z,Watford,Stoke,1,2,A,0,1,A
2015-16,2016-03-19T00:00:00Z,West Brom,Norwich,0,1,A,0,0,D
2015-16,2016-03-20T00:00:00Z,Man City,Man United,0,1,A,0,1,A
2015-16,2016-03-20T00:00:00Z,Newcastle,Sunderland,1,1,D,0,1,A
2015-16,2016-03-20T00:00:00Z,Southampton,Liverpool,3,2,H,0,2,A
2015-16,2016-03-20T00:00:00Z,Tottenham,Bournemouth,3,0,H,2,0,H
2015-16,2016-04-02T00:00:00Z,Arsenal,Watford,4,0,H,2,0,H
2015-16,2016-04-02T00:00:00Z,Aston Villa,Chelsea,0,4,A,0,2,A
2015-16,2016-04-02T00:00:00Z,Bournemouth,Man City,0,4,A,0,3,A
2015-16,2016-04-02T00:00:00Z,Liverpool,Tottenham,1,1,D,0,0,D
2015-16,2016-04-02T00:00:00Z,Norwich,Newcastle,3,2,H,1,0,H
2015-16,2016-04-02T00:00:00Z,Stoke,Swansea,2,2,D,1,0,H
2015-16,2016-04-02T00:00:00Z,Sunderland,West Brom,0,0,D,0,0,D
2015-16,2016-04-02T00:00:00Z,West Ham,Crystal Palace,2,2,D,2,1,H
2015-16,2016-04-03T00:00:00Z,Leicester,Southampton,1,0,H,1,0,H
2015-16,2016-04-03T00:00:00Z,Man United,Everton,1,0,H,0,0,D
2015-16,2016-04-09T00:00:00Z,Aston Villa,Bournemouth,1,2,A,0,1,A
2015-16,2016-04-09T00:00:00Z,Crystal Palace,Norwich,1,0,H,0,0,D
